edge_id,segment_id,current_speed,freeflow_speed,timestamp,match_confidence
-1087301621#6,Traffic flow_ce42030ebba8a3f91285b6d4f5586332a5635428,5.0,0.0,2026-03-05 09:00:00,1.0
322514970#0,Traffic flow_1c0352771cd48920a9be1d7ecced87363e223bd2,10.0,0.0,2026-03-05 09:00:00,0.7659256563477516
20202152#1,Traffic flow_ad8c4403d075f3a722ae4359fff1757f990f2c67,15.0,0.0,2026-03-05 09:00:00,1.0
322514970#0,Traffic flow_fc65cb2d61cec4a6b8b7d7b01c8fedfed9c2b771,15.0,0.0,2026-03-05 09:00:00,1.0
322514970#3,Traffic flow_a2e1186a2df7cf473d1730976b7896a7f65f5817,20.0,0.0,2026-03-05 09:00:00,1.0
-322514970#2,Traffic flow_549892fb1242870d76b76095e92adf96ddf39478,20.0,0.0,2026-03-05 09:00:00,1.0
481982029#0,Traffic flow_bfb64ab4b8118a39c50f21da7c0245af4de875fb,20.0,0.0,2026-03-05 09:00:00,1.0
20202152#0,Traffic flow_72f2bf491597072e83ad8d75e906a35416819f83,25.0,0.0,2026-03-05 09:00:00,1.0
322514970#0,Traffic flow_78c120c674444f9056cd258e2e77577a654e5dc9,25.0,0.0,2026-03-05 09:00:00,0.8723841932880244
-322514970#2,Traffic flow_c9ae680ae00262ad2ded643ebe5d61e0c6ad532e,30.0,0.0,2026-03-05 09:00:00,1.0
-322514970#7,Traffic flow_dc80efb749e44e683669a1454e6e21db58f25105,30.0,0.0,2026-03-05 09:00:00,0.8171429579285331
322514970#0,Traffic flow_713d6be235a04f292a8fb4ff5833bb2fb284852a,35.0,0.0,2026-03-05 09:00:00,0.8514686313844673
322514970#0,Traffic flow_cd42a9da1e211df60ace1921052290972e81b4f2,35.0,0.0,2026-03-05 09:00:00,0.9331633259732144
481982029#0,Traffic flow_31dafa2dc686631a6072969cf736b2b024e35001,35.0,0.0,2026-03-05 09:00:00,1.0
-553071158#2,Traffic flow_50e6c1164858f4e2a3cacaed452534dd17ae819f,35.0,0.0,2026-03-05 09:00:00,1.0
216231367,Traffic flow_5e68a11dfd5eab7f8db0c9f3b7d824b586a88a59,40.0,0.0,2026-03-05 09:00:00,1.0
83075381#0,Traffic flow_a5049b0dbf3d0f2bb1461257e48e9bf2796a0b2a,10.0,0.0,2026-03-05 09:00:00,0.8015795374600674
-83075394#5,Traffic flow_031b8bd781047e4ca11bc8a80bf0f8f061403f26,15.0,0.0,2026-03-05 09:00:00,1.0
-931221072#1,Traffic flow_9a7f07a3575cbd51a2ae01efd836fc00b115a1f4,20.0,0.0,2026-03-05 09:00:00,1.0
82984880#0,Traffic flow_10c76bc89521c3f806a4da123d0eafc9626264be,20.0,0.0,2026-03-05 09:00:00,0.9580038524354928
1358517813,Traffic flow_ca8e3e01d7ac2fda6f4c062c5ff7b2a6c80337bc,20.0,0.0,2026-03-05 09:00:00,1.0
-83075394#5,Traffic flow_bdcf83ec572dc0d6ba754e74275ab85b6c37d244,20.0,0.0,2026-03-05 09:00:00,1.0
154607191#0,Traffic flow_bb4aef935b82ec70fcaf8df81b2a0a6656772863,25.0,0.0,2026-03-05 09:00:00,1.0
-83093435#4,Traffic flow_04c2494fce9e368915204de2b7334c961e01588a,25.0,0.0,2026-03-05 09:00:00,1.0
-358621086#8,Traffic flow_ef43a5a33f2d6af646376cec6395c9b9a69858f7,25.0,0.0,2026-03-05 09:00:00,1.0
-83093435#4,Traffic flow_3fc14f60f527b23f2d0ea345509792d97f30fb1b,30.0,0.0,2026-03-05 09:00:00,1.0
1469682284#0,Traffic flow_d8c1f1744784708cd74688aaf471b2ef291cbd1a,30.0,0.0,2026-03-05 09:00:00,1.0
1469682284#0,Traffic flow_83033974fa160ebd9533ef6f18b6572fba13adc8,35.0,0.0,2026-03-05 09:00:00,1.0
-83075394#1,Traffic flow_ce619807c9bdcee49a6ca9d04a10dd624feab182,40.0,0.0,2026-03-05 09:00:00,1.0
1080631565#1,Traffic flow_35a6ec27c2ebeb6f672a29796e81cd975e518951,45.0,0.0,2026-03-05 09:00:00,1.0
955916743#0,Traffic flow_5147ed8f0d5f8a78be340fa78a5563a853527dd8,5.0,0.0,2026-03-05 09:00:00,0.9012753218138989
955916743#0,Traffic flow_0e89d4ec04469d85f6c3a4245f7a45135b94d93f,5.0,0.0,2026-03-05 09:00:00,0.9482273000421785
26989907#0,Traffic flow_5e0b8d4a316778e981509ed3d10c5536df455332,10.0,0.0,2026-03-05 09:00:00,1.0
148469650,Traffic flow_6ea6dc9ddc2f8c804c10e8ddd7d6ce4f7b9225b6,15.0,0.0,2026-03-05 09:00:00,1.0
26989907#0,Traffic flow_501ffc1336cfac9aac287f0bf486ced598b9f5eb,20.0,0.0,2026-03-05 09:00:00,0.6862580109604617
26989907#0,Traffic flow_3e5b8826593aec47070253e33259a218b641447c,20.0,0.0,2026-03-05 09:00:00,0.9146165537998796
19803404,Traffic flow_024705505d2259db4cd77b3077baac2b6a806124,20.0,0.0,2026-03-05 09:00:00,1.0
228461273#0,Traffic flow_f86870bb113b97470a167bf4214716dc01e8504a,25.0,0.0,2026-03-05 09:00:00,0.9739871562396479
955916743#0,Traffic flow_986aa3ae6425ff6f140bb8fb27515cd5c3ef39de,25.0,0.0,2026-03-05 09:00:00,0.9680901450615252
-228461274#2,Traffic flow_eba231200c24de2832973684473bab037dab702e,25.0,0.0,2026-03-05 09:00:00,1.0
83115701#0,Traffic flow_79eb7b55b78ed0d2fdc7732e516dd2d844479420,30.0,0.0,2026-03-05 09:00:00,1.0
228461273#0,Traffic flow_be13473b8f83fba57e603a0e6b85c1e9555adad1,30.0,0.0,2026-03-05 09:00:00,0.9739871562396479
26989907#0,Traffic flow_a587123be1b5f012dde202113fba2d7cd0fd2c71,35.0,0.0,2026-03-05 09:00:00,0.5975735689578376
216567075#0,Traffic flow_a75539a239673dea878d311d6f6e4a5e39d51938,35.0,0.0,2026-03-05 09:00:00,1.0
-228461274#2,Traffic flow_7a87d2c4a443346326e4e345b8c6450add4b5590,35.0,0.0,2026-03-05 09:00:00,1.0
-1247153064,Traffic flow_390c7c0df8960dc708c4e8214eb0d1f4567eb9dd,40.0,0.0,2026-03-05 09:00:00,1.0
216567075#0,Traffic flow_be6019083ea5f75c8e22e3b56439ecad2dfcdd7c,40.0,0.0,2026-03-05 09:00:00,1.0
-1247153064,Traffic flow_dd85206c97649c84cc1e0391806694dc423f335a,45.0,0.0,2026-03-05 09:00:00,1.0
1314422450#1,Traffic flow_2436c4d2ff6bc6515b6c774693d1d600199cde2b,45.0,0.0,2026-03-05 09:00:00,1.0
-1267346589#1,Traffic flow_2cdd2e5cbed1ce14a0c6c2e76e2085fbfae05eef,30.0,0.0,2026-03-05 09:00:00,1.0
153920566#0,Traffic flow_bf2563b382bb4e500bc3a25c3f324c88b2a69b29,15.0,0.0,2026-03-05 09:00:00,0.9332624631896336
-553071158#2,Traffic flow_e295400dd7c2359e679afe55857c8b58268db999,15.0,0.0,2026-03-05 09:00:00,1.0
544614777,Traffic flow_c9f98989322f7c7f928d45efa7927e7ba209e3cb,25.0,0.0,2026-03-05 09:00:00,1.0
544614777,Traffic flow_47d0e6ee2bf5370f3d70755a0fa6e9091adeb5e5,35.0,0.0,2026-03-05 09:00:00,1.0
1364446857#9,Traffic flow_fb7f42af6ca4ee35cb3ebaacc639a93d4f8e9026,40.0,0.0,2026-03-05 09:00:00,1.0
-203091836#2,Traffic flow_d0b52c25d65fd9eb59f08003ee3f259adaa5cf4d,10.0,0.0,2026-03-05 09:00:00,0.9043489561149809
-200751713#1,Traffic flow_d9a4fd943d48570e7b718ec363b328e8e620d28f,10.0,0.0,2026-03-05 09:00:00,1.0
-203091838#5,Traffic flow_1bc4588049168788f011142ecd792fc6a038e6e9,15.0,0.0,2026-03-05 09:00:00,1.0
1469682321#2,Traffic flow_8d7fd17ebbe7691100dc0e0394b31c025653c4fd,15.0,0.0,2026-03-05 09:00:00,1.0
-553071158#2,Traffic flow_9f8dfb1a9c977dc9be85fd54798dc8108ab0e364,20.0,0.0,2026-03-05 09:00:00,1.0
-1311346979#2,Traffic flow_8fd95f6d859b8f8dbf8724a435f890212ae72526,20.0,0.0,2026-03-05 09:00:00,1.0
1359263237,Traffic flow_a19e4c5eb1c3d692c8d072d2ab7fc9414cbcc03e,20.0,0.0,2026-03-05 09:00:00,1.0
1364446857#9,Traffic flow_cba1074a0e86ee9f18654fc98f2caaeb9592563d,20.0,0.0,2026-03-05 09:00:00,0.4911578059030446
1079374597#9,Traffic flow_a81b0d4dd1cc135c245ccc16e3cc95b72f62a08c,20.0,0.0,2026-03-05 09:00:00,1.0
1364446857#9,Traffic flow_ead80828faa68d852d4a68674f0ef87455482aff,20.0,0.0,2026-03-05 09:00:00,0.8506614673462931
82984894#0,Traffic flow_c1a1fdf34f1991d12390a461573f71d0211c56e5,25.0,0.0,2026-03-05 09:00:00,1.0
-352628259,Traffic flow_c214d8d9de59cc17f75751be14b4b7c8c2d16158,25.0,0.0,2026-03-05 09:00:00,1.0
1079374597#0,Traffic flow_0a6d61dfff3f9a35ccfa41a270695eed2f5d643e,25.0,0.0,2026-03-05 09:00:00,1.0
127296101#0,Traffic flow_3d60f150571aa7551dd337e18b7221e14b01ebc9,25.0,0.0,2026-03-05 09:00:00,1.0
-795342078#1,Traffic flow_5f3308df29e2bf5905503336a69b16231cd23a4f,30.0,0.0,2026-03-05 09:00:00,1.0
544614777,Traffic flow_ac99d91766ea5a950b5b67dd4654431a55e2eda6,30.0,0.0,2026-03-05 09:00:00,1.0
25042019#0,Traffic flow_c00f0c113f2e9c3605dadf6b5cea4e22ea548af2,30.0,0.0,2026-03-05 09:00:00,1.0
